"IDADE";"SALARIO_ANUAL";"PROPRIEDADE";"ANOS_TRABALHANDO";"MOTIVO_EMPRESTIMO";"PONTUACAO_EMPRESTIMO";"VALOR_EMPRESTIMO";"TAXA_JUROS";"POSSIBILIDADE_INADIMPLENCIA";"RENDA_PERCENTUAL_EMPRESTIMO";"INADIMPLENTE";"SOLICITACAO_CREDITO_CARTAO_DEBITO"
24;72000;"Hipoteca";4.0;"Médico";"B";5000;9.25;0;10.4;"N";2
28;102058;"Hipoteca";13.0;"Educativo";"C";15000;13.92;0;31.2;"Y";8
33;33852;"Alugado";4.0;"Educativo";"B";10000;15.33;1;20.8;"N";4
24;32500;"Alugado";4.0;"Médico";"C";14000;14.17;1;29.2;"N";2
23;85000;"Própria";4.0;"Educativo";"C";9600;13.61;0;20.0;"N";3
24;32000;"Alugado";2.0;"Educativo";"B";2000;10.59;1;4.2;"N";3
22;60000;"Alugado";3.0;"Pessoal";"B";6500;9.25;0;13.5;"N";2
22;185000;"Alugado";4.0;"Educativo";"B";25000;11.36;0;52.1;"N";4
24;43000;"Alugado";4.0;"Médico";"B";10000;9.63;0;20.8;"N";3
31;32500;"Hipoteca";4.0;"Médico";"A";8975;6.62;0;18.7;"N";10
36;74000;"Hipoteca";4.0;"Educativo";"B";10250;11.48;1;21.4;"N";15
28;45996;"Alugado";0.0;"Médico";"D";11000;14.74;1;22.9;"Y";7
24;21000;"Alugado";0.0;"Pagamento de débito";"A";5000;8.63;0;10.4;"N";2
25;70000;"Alugado";0.0;"Educativo";"B";5000;11.71;0;10.4;"N";3
29;126000;"Hipoteca";0.0;"Melhora do lar";"A";11000;6.91;0;22.9;"N";7
25;80000;"Hipoteca";5.0;"Educativo";"B";25000;10.36;0;52.1;"N";3
25;77700;"Alugado";2.0;"Melhora do lar";"B";14000;10.99;0;29.2;"N";2
33;90000;"Hipoteca";4.0;"Educativo";"C";12000;12.98;0;25.0;"N";5
37;47000;"Hipoteca";4.0;"Pessoal";"A";7000;0.0;0;14.6;"N";11
30;120000;"Hipoteca";6.0;"Educativo";"A";14000;7.88;0;29.2;"N";6
47;95000;"Hipoteca";13.0;"Educativo";"A";5000;6.03;0;10.4;"N";16
25;42996;"Alugado";6.0;"Pagamento de débito";"B";5000;10.38;0;10.4;"N";2
31;29000;"Alugado";14.0;"Melhora do lar";"C";15075;0.0;1;31.4;"N";7
33;60000;"Hipoteca";3.0;"Pagamento de débito";"A";3500;7.9;0;7.3;"N";9
28;28000;"Própria";0.0;"Médico";"B";3250;12.53;0;6.8;"N";9
31;45000;"Alugado";2.0;"Empreendimento";"C";5000;13.35;0;10.4;"N";8
30;112000;"Própria";6.0;"Empreendimento";"A";12000;0.0;0;25.0;"N";10
23;28800;"Hipoteca";0.0;"Médico";"A";6000;7.49;0;12.5;"N";2
25;35000;"Alugado";6.0;"Pessoal";"B";3500;11.58;0;7.3;"N";3
34;120000;"Alugado";0.0;"Pagamento de débito";"A";2000;0.0;0;4.2;"N";3
27;41000;"Alugado";6.0;"Educativo";"A";15000;8.49;1;31.2;"N";8
29;70000;"Própria";13.0;"Pessoal";"D";25000;15.62;0;52.1;"Y";9
32;120000;"Hipoteca";16.0;"Empreendimento";"B";5600;10.75;0;11.7;"N";8
23;75000;"Hipoteca";7.0;"Educativo";"A";8000;7.05;0;16.7;"N";2
30;92700;"Alugado";1.0;"Empreendimento";"B";15000;11.99;0;31.2;"N";5
26;65000;"Hipoteca";2.0;"Melhora do lar";"A";10000;6.62;0;20.8;"N";3
24;36000;"Própria";4.0;"Pessoal";"C";5000;13.49;0;10.4;"Y";4
26;100000;"Alugado";5.0;"Educativo";"A";15000;6.99;0;31.2;"N";2
26;108160;"Alugado";4.0;"Educativo";"E";35000;18.39;1;72.9;"N";4
22;81000;"Hipoteca";5.0;"Educativo";"A";6600;7.88;0;13.8;"N";4
23;67200;"Hipoteca";7.0;"Empreendimento";"A";16000;6.03;0;33.3;"N";2
36;50400;"Hipoteca";7.0;"Melhora do lar";"A";12700;7.29;0;26.5;"N";13
23;58000;"Outro";0.0;"Empreendimento";"B";9200;0.0;0;19.2;"N";2
23;40000;"Alugado";7.0;"Empreendimento";"B";7500;12.69;0;15.6;"N";2
27;45600;"Hipoteca";6.0;"Pagamento de débito";"A";3000;6.99;0;6.2;"N";5
23;91000;"Hipoteca";7.0;"Pessoal";"C";10000;13.61;0;20.8;"N";4
26;68551;"Hipoteca";1.0;"Educativo";"C";4000;14.22;1;8.3;"Y";2
27;81193;"Alugado";2.0;"Pagamento de débito";"B";12000;10.71;0;25.0;"N";6
23;125000;"Alugado";7.0;"Empreendimento";"B";20000;11.11;0;41.7;"N";4
24;36000;"Hipoteca";5.0;"Empreendimento";"A";5600;7.9;0;11.7;"N";2
24;55000;"Alugado";2.0;"Empreendimento";"";10400;7.66;0;21.7;"N";5
24;46500;"Alugado";5.0;"Educativo";"B";20000;10.62;1;41.7;"N";2
30;110000;"Hipoteca";14.0;"Empreendimento";"B";10000;10.65;0;20.8;"N";8
23;45000;"Própria";3.0;"Médico";"A";7000;9.63;0;14.6;"N";3
22;50000;"Hipoteca";6.0;"Empreendimento";"B";10000;9.88;0;20.8;"N";4
23;24000;"Hipoteca";1.0;"Educativo";"B";5600;9.63;0;11.7;"N";3
26;57500;"Hipoteca";2.0;"Pagamento de débito";"A";7750;6.76;0;16.1;"N";3
25;41000;"Alugado";3.0;"Empreendimento";"B";8000;10.99;0;16.7;"N";4
24;30000;"Alugado";6.0;"Educativo";"B";5000;12.69;1;10.4;"N";2
31;60000;"Hipoteca";0.0;"Empreendimento";"B";7800;10.59;0;16.2;"N";10
25;100000;"Hipoteca";9.0;"Médico";"A";3275;5.42;0;6.8;"N";2
34;45000;"Alugado";2.0;"Pessoal";"E";4500;16.95;1;9.4;"N";10
22;75000;"Alugado";6.0;"Empreendimento";"A";10000;5.79;0;20.8;"N";3
23;51000;"Hipoteca";6.0;"Pagamento de débito";"D";10000;0.0;0;20.8;"";4
30;150000;"Alugado";3.0;"Pessoal";"E";25000;17.56;0;52.1;"N";5
33;62050;"Hipoteca";17.0;"Médico";"D";20000;0.0;1;41.7;"Y";8
37;40800;"Própria";4.0;"Pessoal";"B";2875;11.99;0;6.0;"N";14
26;159800;"Hipoteca";6.0;"Médico";"D";30000;17.58;1;62.5;"Y";3
22;57200;"Hipoteca";4.0;"Educativo";"A";7000;7.51;0;14.6;"N";2
30;200000;"Hipoteca";0.0;"Melhora do lar";"A";10000;8.59;0;20.8;"N";7
38;74000;"Alugado";21.0;"Pagamento de débito";"B";4000;11.26;0;8.3;"N";14
30;14400;"Própria";0.0;"Médico";"D";5000;14.96;1;10.4;"N";9
26;53000;"Alugado";7.0;"Empreendimento";"B";9600;11.71;0;20.0;"N";2
30;6000000;"Alugado";4.0;"Educativo";"";3600;7.37;0;7.5;"N";2
36;55000;"Alugado";6.0;"Melhora do lar";"B";10900;12.42;0;22.7;"N";13
22;70000;"Hipoteca";6.0;"Pessoal";"D";25000;15.31;0;52.1;"Y";4
28;25000;"Alugado";1.0;"Educativo";"A";5000;7.51;0;10.4;"N";7
33;57000;"Hipoteca";7.0;"Educativo";"B";15000;10.39;0;31.2;"N";7
24;53000;"Alugado";0.0;"Educativo";"B";6000;11.49;0;12.5;"N";2
26;73000;"Hipoteca";3.0;"Melhora do lar";"C";14400;13.8;1;30.0;"Y";3
24;105000;"Alugado";0.0;"Médico";"A";14000;7.88;0;29.2;"N";4
22;27000;"Alugado";6.0;"Educativo";"A";4000;7.14;0;8.3;"N";2
34;50000;"Alugado";8.0;"Educativo";"B";4800;0.0;0;10.0;"N";10
29;44000;"Hipoteca";9.0;"Pagamento de débito";"D";10000;14.74;1;20.8;"N";5
25;95000;"Hipoteca";8.0;"Educativo";"B";6800;9.63;0;14.2;"N";4
24;48000;"Própria";3.0;"Melhora do lar";"C";2800;12.53;0;5.8;"Y";4
26;120000;"Hipoteca";5.0;"Educativo";"B";13000;10.99;0;27.1;"N";2
25;60000;"Alugado";5.0;"Educativo";"D";3000;17.58;0;6.2;"Y";2
23;33000;"";3.0;"Pessoal";"D";6000;0.0;0;12.5;"N";7
26;83957;"Hipoteca";4.0;"Médico";"A";3000;8.94;0;6.2;"N";3
33;37000;"Hipoteca";2.0;"Médico";"B";13000;10.36;0;27.1;"N";9
22;50000;"Hipoteca";6.0;"Pessoal";"B";8000;11.12;0;16.7;"N";3
30;34000;"Hipoteca";14.0;"Empreendimento";"D";6000;14.96;1;12.5;"Y";6
28;60000;"Hipoteca";4.0;"Médico";"A";9600;7.51;0;20.0;"N";10
22;71000;"Alugado";5.0;"Médico";"C";3000;14.65;0;6.2;"N";4
37;75000;"Hipoteca";0.0;"Empreendimento";"C";17000;11.78;0;35.4;"N";11
23;72000;"Alugado";2.0;"Empreendimento";"C";9000;13.47;0;18.8;"N";3
23;80004;"Alugado";2.0;"Pagamento de débito";"A";3400;8.49;0;7.1;"N";3
25;46645;"Hipoteca";9.0;"Pessoal";"B";2000;12.69;1;4.2;"N";3
24;52728;"Alugado";4.0;"Pessoal";"A";5000;7.74;0;10.4;"N";4
25;69600;"Hipoteca";9.0;"Empreendimento";"B";7000;11.49;0;14.6;"N";2
28;44049;"Alugado";3.0;"Empreendimento";"B";14000;0.0;1;29.2;"N";8
30;21996;"Alugado";4.0;"Médico";"B";7500;10.37;1;15.6;"N";9
24;62000;"Alugado";1.0;"Médico";"C";1600;13.85;0;3.3;"Y";4
24;67430;"Hipoteca";8.0;"Médico";"";13000;13.11;0;27.1;"";10
24;115000;"Hipoteca";7.0;"Melhora do lar";"A";1500;6.76;0;3.1;"N";4
24;64500;"Hipoteca";8.0;"Educativo";"C";1200;14.72;0;2.5;"N";2
28;50000;"Alugado";4.0;"Médico";"A";8000;7.14;0;16.7;"N";7
32;53000;"Alugado";0.0;"Pagamento de débito";"B";5700;9.99;0;11.9;"N";9
23;58000;"Alugado";1.0;"Educativo";"B";12800;12.42;0;26.7;"N";4
24;36000;"Alugado";2.0;"Pagamento de débito";"B";10000;11.46;0;20.8;"N";4
42;64464;"Hipoteca";13.0;"Médico";"E";30000;19.03;1;62.5;"N";14
25;90000;"Alugado";9.0;"Médico";"B";25000;10.99;0;52.1;"N";4
25;38004;"Alugado";0.0;"Pagamento de débito";"B";6000;11.89;0;12.5;"N";2
25;122000;"Hipoteca";1.0;"Médico";"A";10000;8.94;0;20.8;"N";4
22;100000;"Hipoteca";7.0;"Pessoal";"A";6000;8.49;0;12.5;"N";2
21;27000;"Alugado";0.0;"Pagamento de débito";"C";4800;13.49;0;10.0;"N";4
26;85000;"Hipoteca";0.0;"Educativo";"B";6000;9.88;0;12.5;"N";3
31;60000;"Alugado";2.0;"Pessoal";"C";12000;13.98;0;25.0;"N";5
26;21000;"Alugado";3.0;"Pessoal";"B";3000;10.59;0;6.2;"N";2
25;55000;"Alugado";0.0;"Pagamento de débito";"C";8575;14.65;0;17.9;"N";3
28;200000;"Hipoteca";2.0;"Pessoal";"A";15000;6.03;0;31.2;"N";6
40;150000;"Hipoteca";5.0;"Pessoal";"B";12000;10.37;0;25.0;"N";15
24;60000;"Hipoteca";5.0;"Pagamento de débito";"A";7000;7.14;0;14.6;"N";2
43;68400;"Hipoteca";9.0;"Empreendimento";"C";9600;13.49;1;20.0;"N";16
28;72000;"Hipoteca";9.0;"Melhora do lar";"B";18000;11.89;0;37.5;"N";8
23;28000;"Própria";1.0;"Educativo";"C";7500;0.0;0;15.6;"N";3
26;108000;"Hipoteca";2.0;"Médico";"B";18500;12.18;0;38.5;"N";2
22;90000;"Alugado";4.0;"Educativo";"D";5000;14.96;0;10.4;"Y";4
24;175000;"Própria";3.0;"Empreendimento";"B";8000;11.14;0;16.7;"N";4
26;157500;"Hipoteca";4.0;"Pessoal";"B";25000;11.86;0;52.1;"N";3
33;92000;"Hipoteca";18.0;"Pessoal";"A";12000;5.79;0;25.0;"N";5
21;72500;"Alugado";3.0;"Educativo";"C";14000;13.49;0;29.2;"Y";3
31;160000;"Alugado";1.0;"Melhora do lar";"C";7500;11.28;0;15.6;"N";7
33;116000;"Outro";2.0;"Melhora do lar";"C";2000;0.0;0;4.2;"N";3
27;44000;"Alugado";6.0;"Empreendimento";"A";4800;7.51;0;10.0;"N";10
22;42000;"Hipoteca";6.0;"Educativo";"C";15000;13.49;0;31.2;"Y";4
36;48960;"Alugado";17.0;"Educativo";"B";9000;10.99;0;18.8;"N";12
22;108803;"Hipoteca";6.0;"Médico";"C";10000;12.23;1;20.8;"N";4
29;40000;"Alugado";0.0;"Pagamento de débito";"C";3600;12.23;0;7.5;"Y";7
33;27120;"Alugado";0.0;"Pagamento de débito";"C";6000;13.49;1;12.5;"N";8
29;60000;"Alugado";0.0;"Pagamento de débito";"B";5600;9.99;0;11.7;"N";7
36;19200;"Própria";0.0;"Melhora do lar";"C";4500;13.49;1;9.4;"Y";14
25;21812;"Alugado";7.0;"Educativo";"C";6000;14.72;0;12.5;"Y";2
37;55900;"Hipoteca";1.0;"Pessoal";"B";17000;8.7;0;35.4;"N";12
23;57504;"Hipoteca";1.0;"Pagamento de débito";"A";9000;6.54;0;18.8;"N";3
26;30000;"Alugado";9.0;"Empreendimento";"B";2000;11.49;0;4.2;"N";3
31;50000;"Hipoteca";1.0;"";"A";0;9.25;0;0.0;"N";4
28;61000;"Hipoteca";12.0;"Pessoal";"B";12000;9.99;0;25.0;"N";5
23;118000;"Hipoteca";4.0;"Pessoal";"C";12000;13.11;0;25.0;"N";3
32;53408;"Hipoteca";8.0;"Empreendimento";"B";1400;10.99;0;2.9;"N";10
23;50000;"Hipoteca";2.0;"Educativo";"C";8000;13.61;0;16.7;"N";2
28;107000;"Alugado";4.0;"Melhora do lar";"C";16000;13.49;0;33.3;"N";6
30;40000;"Hipoteca";9.0;"Pagamento de débito";"B";3000;11.71;0;6.2;"N";7
25;79000;"Hipoteca";0.0;"";"A";4650;10.99;0;9.7;"N";4
31;30792;"Hipoteca";15.0;"Melhora do lar";"A";5000;8.32;0;10.4;"N";9
27;140987;"Hipoteca";5.0;"Empreendimento";"A";6450;5.99;0;13.4;"N";10
24;70000;"Hipoteca";6.0;"Empreendimento";"A";6000;7.88;0;12.5;"N";3
22;37000;"Alugado";3.0;"Educativo";"B";15000;10.25;1;31.2;"N";4
21;34000;"Alugado";2.0;"Pessoal";"D";5000;14.59;1;10.4;"N";4
25;54084;"Alugado";5.0;"Melhora do lar";"B";3500;9.25;0;7.3;"N";2
29;51000;"Alugado";2.0;"Médico";"A";6000;7.29;0;12.5;"N";10
33;57500;"Alugado";2.0;"Médico";"B";2000;0.0;0;4.2;"N";5
25;30000;"Alugado";0.0;"Melhora do lar";"A";8300;8.9;1;17.3;"N";3
26;44000;"Alugado";0.0;"Médico";"B";3075;10.99;0;6.4;"N";3
41;71000;"Hipoteca";1.0;"Pagamento de débito";"B";12000;0.0;0;25.0;"N";15
23;115000;"Própria";7.0;"Educativo";"C";5000;14.27;0;10.4;"N";4
27;157544;"Hipoteca";8.0;"Pagamento de débito";"C";35000;12.99;0;72.9;"Y";10
34;44000;"Alugado";1.0;"Educativo";"C";11000;13.79;0;22.9;"Y";6
26;53000;"Hipoteca";3.0;"Melhora do lar";"A";2800;6.03;0;5.8;"N";4
24;38000;"Alugado";0.0;"Educativo";"C";12000;11.34;1;25.0;"N";3
28;140000;"Alugado";0.0;"Melhora do lar";"A";7400;6.03;0;15.4;"N";6
23;31200;"Hipoteca";7.0;"Pagamento de débito";"B";7550;9.99;0;15.7;"N";4
26;210000;"Própria";10.0;"Pessoal";"B";22000;11.83;0;45.8;"N";4
24;65000;"Alugado";5.0;"Pagamento de débito";"A";12000;8.9;0;25.0;"N";2
23;44390;"Própria";3.0;"Educativo";"";0;0.0;1;0.0;"N";3
29;48000;"Alugado";9.0;"Melhora do lar";"C";25000;13.61;1;52.1;"Y";8
21;24000;"Alugado";6.0;"Empreendimento";"D";2400;16.29;0;5.0;"N";3
24;160000;"Hipoteca";9.0;"Empreendimento";"E";12000;16.77;0;25.0;"N";4
47;86000;"Alugado";0.0;"Melhora do lar";"C";9000;12.87;1;18.8;"N";13
22;65856;"Hipoteca";6.0;"Médico";"C";16800;13.92;0;35.0;"N";2
29;72000;"Hipoteca";5.0;"Pessoal";"A";10000;6.17;0;20.8;"N";10
23;40000;"Hipoteca";7.0;"Pessoal";"B";4000;10.99;0;8.3;"N";4
23;60000;"Alugado";3.0;"Educativo";"B";8000;10.25;0;16.7;"N";3
23;75000;"Hipoteca";7.0;"Pessoal";"A";8000;7.49;1;16.7;"N";4
30;96000;"Alugado";3.0;"Pessoal";"B";25000;0.0;0;52.1;"N";6
36;900000;"Hipoteca";8.0;"Pessoal";"B";6000;0.0;0;12.5;"N";12
36;9600;"Hipoteca";1.0;"Empreendimento";"B";3250;11.49;1;6.8;"N";15
29;86000;"Hipoteca";5.0;"Pessoal";"C";14000;14.27;0;29.2;"N";9
26;105000;"Própria";10.0;"Empreendimento";"D";10000;15.65;0;20.8;"Y";4
30;32000;"Alugado";0.0;"Empreendimento";"";10000;15.45;1;20.8;"N";8
23;40000;"Alugado";3.0;"Educativo";"B";10000;10.75;0;20.8;"N";4
21;25200;"Hipoteca";0.0;"Pessoal";"C";6500;14.26;1;13.5;"Y";2
26;46000;"Alugado";0.0;"Pagamento de débito";"B";2400;9.91;0;5.0;"N";4
25;133900;"Hipoteca";9.0;"Empreendimento";"D";7500;13.49;1;15.6;"Y";2
27;47000;"Alugado";1.0;"Médico";"B";13000;10.99;0;27.1;"N";6
23;57500;"Alugado";5.0;"Educativo";"A";9000;6.91;0;18.8;"N";2
25;47000;"Alugado";3.0;"Médico";"B";12000;10.37;0;25.0;"N";2
41;30000;"Alugado";3.0;"Médico";"A";8875;5.42;0;18.5;"N";15
22;33600;"Própria";1.0;"Pagamento de débito";"D";5000;18.25;0;10.4;"N";2
22;38000;"Hipoteca";6.0;"Pagamento de débito";"A";4500;5.79;0;9.4;"N";3
21;55272;"Alugado";5.0;"Empreendimento";"A";5000;5.42;0;10.4;"N";3
23;168000;"Hipoteca";6.0;"Pessoal";"B";15750;10.75;0;32.8;"N";2
24;37000;"Alugado";3.0;"Empreendimento";"B";5500;9.2;0;11.5;"N";3
22;25000;"Alugado";4.0;"Empreendimento";"B";8000;10.74;1;16.7;"N";4
24;45000;"Alugado";0.0;"Médico";"A";3600;6.91;0;7.5;"N";4
31;40000;"Alugado";2.0;"Educativo";"B";7000;9.62;0;14.6;"N";9
43;51600;"Alugado";0.0;"Empreendimento";"B";1500;11.86;0;3.1;"N";11
22;54000;"Alugado";0.0;"Médico";"A";14000;7.14;0;29.2;"N";2
27;75600;"Hipoteca";4.0;"Pessoal";"C";25000;13.61;0;52.1;"N";6
51;76960;"Hipoteca";0.0;"Pessoal";"B";15000;9.99;0;31.2;"N";20
22;30000;"Hipoteca";6.0;"Pessoal";"C";2000;12.61;0;4.2;"N";4
23;40000;"Hipoteca";7.0;"Pagamento de débito";"C";6000;14.79;0;12.5;"Y";3
32;54000;"Alugado";8.0;"Empreendimento";"B";20000;11.11;1;41.7;"N";7
21;52000;"Alugado";0.0;"Educativo";"B";9000;11.83;0;18.8;"N";4
22;65000;"Hipoteca";4.0;"Educativo";"A";9000;9.63;0;18.8;"N";3
25;30000;"Própria";9.0;"Pagamento de débito";"E";1200;16.69;1;2.5;"Y";3
30;165000;"Hipoteca";3.0;"Educativo";"D";5000;15.62;0;10.4;"Y";10
23;90000;"Alugado";7.0;"Educativo";"C";7500;11.03;0;15.6;"N";4
30;48000;"Alugado";7.0;"Pessoal";"A";4000;0.0;0;8.3;"N";5
27;61000;"Alugado";7.0;"Pessoal";"B";13000;10.59;1;27.1;"N";8
35;40000;"Alugado";2.0;"Médico";"B";2200;0.0;0;4.6;"N";10
48;70000;"Hipoteca";31.0;"Melhora do lar";"D";9000;14.54;0;18.8;"N";17
43;80000;"Hipoteca";3.0;"Pessoal";"A";10000;0.0;0;20.8;"N";16
22;45000;"Hipoteca";6.0;"Educativo";"A";5000;8.0;0;10.4;"N";3
32;90000;"Alugado";2.0;"Pagamento de débito";"B";10000;11.12;0;20.8;"N";8
39;42000;"Alugado";4.0;"Médico";"C";6500;13.99;0;13.5;"Y";14
34;50000;"Hipoteca";7.0;"Melhora do lar";"D";5000;0.0;0;10.4;"N";10
33;40000;"Hipoteca";4.0;"Pessoal";"A";12000;0.0;0;25.0;"N";5
29;57000;"Hipoteca";13.0;"Melhora do lar";"A";6000;9.32;0;12.5;"N";5
26;53100;"Própria";10.0;"Empreendimento";"A";13000;7.9;0;27.1;"N";3
23;46000;"Hipoteca";0.0;"Médico";"A";3000;7.88;0;6.2;"N";3
22;24605;"Própria";3.0;"Empreendimento";"C";10000;0.0;0;20.8;"Y";2
31;35142;"Alugado";0.0;"Empreendimento";"B";8000;11.11;0;16.7;"N";6
22;35000;"Alugado";4.0;"Empreendimento";"B";11800;10.95;1;24.6;"N";2
26;7904;"Hipoteca";0.0;"Melhora do lar";"B";500;10.71;0;1.0;"N";3
36;60000;"Hipoteca";12.0;"Educativo";"A";15000;7.88;0;31.2;"N";17
45;32000;"Alugado";0.0;"Pagamento de débito";"B";8000;10.99;0;16.7;"N";12
22;30000;"Alugado";3.0;"Empreendimento";"C";3500;14.22;1;7.3;"N";4
33;48000;"Alugado";11.0;"Pagamento de débito";"";11050;12.69;0;23.0;"N";6
24;6545455;"Alugado";3.0;"Pagamento de débito";"B";7200;10.0;0;15.0;"N";15
24;65000;"Alugado";5.0;"Pessoal";"B";8000;9.63;0;16.7;"N";3
23;82000;"Hipoteca";5.0;"Pessoal";"D";5000;16.77;0;10.4;"Y";3
45;82800;"Alugado";4.0;"Educativo";"C";25000;12.87;1;52.1;"Y";14
29;65000;"Hipoteca";13.0;"Pessoal";"C";16000;12.87;0;33.3;"Y";10
23;54000;"Alugado";0.0;"Médico";"B";3600;12.42;0;7.5;"N";3
27;50000;"Alugado";4.0;"Pessoal";"C";6400;13.23;0;13.3;"Y";5
32;77000;"Hipoteca";14.0;"Pagamento de débito";"B";23000;11.49;1;47.9;"N";6
22;28000;"Alugado";3.0;"Educativo";"C";6000;12.98;0;12.5;"Y";2
23;96000;"Outro";3.0;"Educativo";"E";12000;0.0;0;25.0;"Y";2
21;42000;"Alugado";5.0;"Empreendimento";"D";1000;15.58;1;2.1;"N";4
25;53000;"Alugado";3.0;"Melhora do lar";"C";5000;12.53;0;10.4;"Y";3
21;41033;"Hipoteca";2.0;"Pagamento de débito";"C";5700;12.99;0;11.9;"N";4
27;42000;"Alugado";3.0;"Pagamento de débito";"B";8800;11.71;0;18.3;"N";5
34;69204;"Alugado";4.0;"Pessoal";"B";10000;12.18;0;20.8;"N";6
30;43992;"Alugado";2.0;"Pessoal";"D";15000;13.24;1;31.2;"N";7
29;34500;"Hipoteca";4.0;"Médico";"D";4500;14.42;1;9.4;"N";7
23;79000;"Alugado";4.0;"Médico";"B";5600;11.12;0;11.7;"N";4
33;30000;"Alugado";14.0;"Médico";"B";7500;11.86;1;15.6;"N";8
29;75000;"Alugado";2.0;"Pagamento de débito";"A";7200;7.9;0;15.0;"N";10
24;31609;"Alugado";4.0;"Médico";"C";4000;13.92;0;8.3;"Y";4
23;38000;"Alugado";3.0;"Pessoal";"A";19750;7.51;1;41.1;"N";4
29;41000;"Hipoteca";7.0;"Empreendimento";"A";6000;5.79;0;12.5;"N";8
22;52320;"Hipoteca";6.0;"Educativo";"D";15000;12.86;0;31.2;"N";2
23;56000;"Hipoteca";4.0;"Empreendimento";"A";6000;5.99;0;12.5;"N";2
28;81000;"Alugado";13.0;"Empreendimento";"A";6225;7.9;0;13.0;"N";7
31;48996;"Alugado";9.0;"Pessoal";"C";14000;13.23;0;29.2;"N";8
22;61000;"Alugado";3.0;"Médico";"B";5000;9.99;0;10.4;"N";2
24;55000;"Alugado";4.0;"Educativo";"B";18200;10.99;1;37.9;"N";2
26;21000;"Própria";4.0;"Empreendimento";"C";8000;13.79;0;16.7;"N";2
27;61500;"Hipoteca";3.0;"Melhora do lar";"B";6000;10.99;0;12.5;"N";7
22;44700;"Alugado";0.0;"Educativo";"C";4000;13.99;0;8.3;"N";3
26;60000;"Hipoteca";8.0;"Melhora do lar";"";3250;5.42;0;6.8;"N";3
23;68000;"Hipoteca";7.0;"Pessoal";"A";12000;5.42;0;25.0;"N";4
41;95000;"Hipoteca";5.0;"Pessoal";"B";25000;0.0;0;52.1;"N";12
24;98000;"Hipoteca";8.0;"Médico";"B";25000;11.83;0;52.1;"N";3
22;45000;"Própria";7.0;"Educativo";"A";6000;6.76;0;12.5;"N";2
25;30000;"Alugado";2.0;"Médico";"A";3200;8.0;0;6.7;"N";4
27;104525;"Hipoteca";11.0;"Melhora do lar";"A";6000;7.4;0;12.5;"N";8
32;52392;"Alugado";9.0;"Melhora do lar";"B";14000;0.0;0;29.2;"N";10
36;125000;"Alugado";0.0;"Melhora do lar";"B";18000;11.11;0;37.5;"N";11
36;75996;"Alugado";6.0;"Médico";"A";16000;8.94;0;33.3;"N";12
21;21600;"Alugado";0.0;"Médico";"B";2000;11.71;1;4.2;"N";4
27;65304;"Hipoteca";6.0;"Melhora do lar";"A";5300;7.51;0;11.0;"N";10
24;41000;"Alugado";4.0;"Médico";"C";15600;12.87;1;32.5;"Y";3
22;58000;"Alugado";6.0;"Educativo";"A";1500;5.42;0;3.1;"N";2
24;50000;"Alugado";2.0;"Empreendimento";"B";0;7.14;0;0.0;"N";9
35;60000;"Hipoteca";12.0;"Médico";"C";16000;15.96;0;33.3;"Y";5
30;65000;"Própria";1.0;"Melhora do lar";"D";1800;16.49;0;3.8;"N";9
25;118000;"Hipoteca";8.0;"Melhora do lar";"A";15000;7.88;0;31.2;"N";4
22;49600;"Hipoteca";4.0;"Empreendimento";"";25000;10.62;0;52.1;"N";8
33;21000;"Alugado";0.0;"Pessoal";"A";6500;7.66;1;13.5;"N";6
25;200000;"Própria";0.0;"Empreendimento";"B";24000;12.18;0;50.0;"N";2
21;53684;"Hipoteca";5.0;"Educativo";"D";16000;15.65;0;33.3;"Y";4
21;57000;"Alugado";6.0;"Educativo";"A";4000;7.49;0;8.3;"N";4
34;78301;"Hipoteca";6.0;"Pagamento de débito";"A";17000;6.62;0;35.4;"N";9
22;27120;"Alugado";5.0;"Educativo";"C";9250;13.11;1;19.3;"N";3
23;75000;"Alugado";1.0;"Empreendimento";"B";6000;12.42;0;12.5;"N";3
25;61200;"Hipoteca";1.0;"Pessoal";"A";5650;7.66;0;11.8;"N";4
28;200000;"Alugado";0.0;"Pessoal";"C";16000;10.91;0;33.3;"Y";9
24;47000;"Hipoteca";3.0;"Médico";"B";12000;12.21;0;25.0;"N";3
30;43200;"Própria";6.0;"Melhora do lar";"B";2000;10.99;0;4.2;"N";9
23;63300;"Alugado";3.0;"Pagamento de débito";"A";2400;7.9;0;5.0;"N";4
23;140000;"Própria";0.0;"";"C";16750;12.53;1;34.9;"N";5
26;45000;"Alugado";2.0;"Pessoal";"C";10000;0.0;0;20.8;"N";3
38;35000;"Alugado";6.0;"Pessoal";"B";5000;9.99;0;10.4;"N";14
25;89000;"Alugado";4.0;"Educativo";"B";7000;10.99;0;14.6;"N";3
23;55000;"Alugado";0.0;"Educativo";"B";10000;10.59;0;20.8;"N";2
45;51000;"Hipoteca";2.0;"Médico";"A";7000;7.88;0;14.6;"N";12
30;43000;"Alugado";2.0;"Médico";"B";3200;11.48;0;6.7;"N";9
24;72000;"Hipoteca";8.0;"Pessoal";"A";12000;6.03;0;25.0;"N";2
27;61400;"Hipoteca";3.0;"Pessoal";"C";10000;0.0;0;20.8;"Y";9
31;100000;"Hipoteca";1.0;"Empreendimento";"A";12000;5.42;0;25.0;"N";7
